caseid,commonweight,age,gender,ed,race_id,married,registered,pid_text,ideology,income,pol_interest,CC21_320a_t,CC21_320b_t,CC21_320c_t,CC21_320d_t,CC21_320e_t,CC21_321a_t,CC21_321b_t,CC21_321c_t,CC21_321d_t,CC21_321e_t,CC21_321f_t,CC21_322a_t,CC21_322b_t,CC21_322c_t,CC21_322d_t,CC21_322e_t,CC21_323a_t,CC21_323b_t,CC21_323c_t,CC21_323d_t,CC21_323e_t,CC21_323f_t,CC21_324a_t,CC21_324b_t,CC21_324c_t,CC21_324d_t,CC21_325a_t,CC21_325b_t,CC21_325c_t,CC21_325d_t
1641046389,0.933882010848369,55,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",Black or African-American,married,registered,Democrat,an extremely conservative,"$60,000 to $69,999",some of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support
1640739789,0.540056803748487,64,Male,some college but no degree (yet),White,married,registered,Independent,an extremely conservative,"$80,000 to $99,999",hardly at all,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support
1640999083,1.03253222369423,33,Male,a 4-year college degree,White,single,registered,Independent,a slightly liberal,"$120,000 to $149,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1641043879,0.33287274481309,75,Female,some college but no degree (yet),White,married,registered,Democrat,a moderate,"$60,000 to $69,999",most of the time,Oppose,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1640867855,0.76656275511565,72,Female,a 4-year college degree,White,married,registered,Democrat,a liberal,"$20,000 to $29,999",most of the time,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1640649195,0.796473829977912,66,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a conservative,"less than $10,000",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support
1641132089,0.848618449039499,39,Female,a 4-year college degree,White,single,registered,Republican,a slightly conservative,"$40,000 to $49,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1641143829,0.726528172316997,65,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Independent,a moderate,"$500,000 or more",some of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support
1640508241,0.858090403165226,82,Male,a 4-year college degree,White,married,registered,Republican,an extremely conservative,"$30,000 to $39,999",most of the time,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support
1640941507,1.33747962307107,54,Male,a 4-year college degree,White,married,registered,Independent,a moderate,"$40,000 to $49,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose
1640774205,0.660290631836721,51,Male,a 2-year college degree,White,married,registered,Independent,an extremely conservative,"$40,000 to $49,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1641143957,0.793786125489521,57,Non-binary,a 4-year college degree,White,divorced,registered,Democrat,an extremely liberal,"$10,000 to $19,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose
1639935327,0.494014880663433,63,Female,some college but no degree (yet),White,divorced,registered,Democrat,a liberal,"$30,000 to $39,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1640960417,0.38011511828438,69,Male,a 2-year college degree,White,married,registered,Independent,a moderate,"$30,000 to $39,999",most of the time,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Support
1641114945,0.263360269941972,73,Male,a 4-year college degree,Black or African-American,married,registered,Democrat,a slightly liberal,"$120,000 to $149,999",most of the time,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1640946589,0.544154439550018,74,Female,a 4-year college degree,White,divorced,registered,Independent,a slightly liberal,"$10,000 to $19,999",most of the time,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose
1641145589,0.990135087145001,72,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a moderate,"$120,000 to $149,999",most of the time,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1640864697,0.7870359547331,55,Male,a 4-year college degree,White,married,registered,Independent,a moderate,"$70,000 to $79,999",most of the time,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1640739691,0.694244954539147,59,Female,some college but no degree (yet),White,married,registered,Republican,an extremely conservative,"$100,000 to $119,999",some of the time,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1639456621,0.242991655665806,53,Female,some college but no degree (yet),White,divorced,registered,Independent,a moderate,"$50,000 to $59,999",most of the time,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support
1641143387,0.918162232302242,50,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a liberal,"$150,000 to $199,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641115227,0.326570558685919,75,Male,a high school diploma,White,widowed,registered,Independent,a moderate,"$40,000 to $49,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Oppose
1640965361,0.990135087145001,75,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Independent,a liberal,"$70,000 to $79,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641049163,0.586385050814987,67,Female,some college but no degree (yet),White,married,registered,Democrat,a liberal,"$40,000 to $49,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1639498417,0.909334688424065,46,Male,some college but no degree (yet),White,married,registered,Independent,a moderate,"$20,000 to $29,999",most of the time,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose
1640099141,1.02614190658011,51,Male,some college but no degree (yet),White,single,registered,Republican,a slightly conservative,"$50,000 to $59,999",some of the time,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose
1641146575,0.861109595184278,26,Female,a high school diploma,White,single,registered,Independent,a slightly conservative,"$30,000 to $39,999",some of the time,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose
1640534909,1.37025882106742,61,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Independent,a conservative,"$30,000 to $39,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose
1641151449,1.40095316714518,49,Female,a 4-year college degree,White,married,registered,Republican,an extremely conservative,"$100,000 to $119,999",some of the time,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose
1640659947,0.957743329994492,52,Female,a 4-year college degree,White,married,registered,Republican,an extremely conservative,"$120,000 to $149,999",hardly at all,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose
1640870025,1.51083285081144,66,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,divorced,registered,Independent,a moderate,"$40,000 to $49,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose
1633989639,0.930261337860104,49,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,divorced,registered,Democrat,an extremely liberal,"$30,000 to $39,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641133913,0.979084230809396,55,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,widowed,registered,Democrat,an extremely liberal,"$120,000 to $149,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1641100981,0.560094287026295,76,Male,a 4-year college degree,Black or African-American,widowed,registered,Democrat,an extremely liberal,"$70,000 to $79,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1640022237,1.17475475258695,62,Female,a 4-year college degree,White,married,registered,Independent,a slightly conservative,"$70,000 to $79,999",some of the time,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support
1640809687,0.952099929375184,54,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,divorced,registered,Independent,a moderate,"$80,000 to $99,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1639860257,0.406441361841034,58,Female,a 4-year college degree,Black or African-American,single,registered,Democrat,a liberal,"$60,000 to $69,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641121855,1.39997712387404,43,Male,some college but no degree (yet),White,married,registered,Independent,a slightly conservative,"$80,000 to $99,999",most of the time,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose
1640484463,0.841485533025239,58,Female,a 4-year college degree,White,married,registered,Democrat,a slightly liberal,"$120,000 to $149,999",some of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1641128031,0.48865143417853,69,Female,a high school diploma,White,widowed,registered,Republican,a moderate,"$20,000 to $29,999",some of the time,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support
1641138815,0.749304120791041,75,Female,a 4-year college degree,White,widowed,registered,Democrat,a liberal,"$20,000 to $29,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641146499,0.958171724331834,77,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,single,registered,Democrat,a slightly liberal,"$100,000 to $119,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support
1640739769,0.690324972401289,69,Male,some college but no degree (yet),White,married,registered,Republican,a slightly conservative,"$120,000 to $149,999",only now and then,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641119085,1.846246604302,53,Female,a 4-year college degree,White,married,registered,Independent,a moderate,"$80,000 to $99,999",most of the time,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Oppose
1640850741,0.821084674978584,76,Female,a 4-year college degree,White,widowed,registered,Republican,a slightly conservative,"$80,000 to $99,999",most of the time,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose
1641154065,0.232293094809053,28,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a liberal,"$200,000 to $249,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support
1641133385,1.44457607956715,35,Male,some college but no degree (yet),Asian or Asian-American,single,registered,Independent,a moderate,"$20,000 to $29,999",some of the time,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1640363801,0.882510662843565,41,Male,some college but no degree (yet),White,married,registered,Republican,a conservative,"$80,000 to $99,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support
1640922103,1.83859019209064,76,Female,a 4-year college degree,White,married,registered,Republican,a conservative,"$120,000 to $149,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support
1641146199,0.855091201056144,49,Male,a 4-year college degree,White,married,registered,Independent,a moderate,"$100,000 to $119,999",most of the time,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support
1639518247,1.54085980523266,75,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Republican,a conservative,"$100,000 to $119,999",most of the time,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1639651591,0.595840190997728,63,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a liberal,"$40,000 to $49,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support
1640996533,1.99546176905953,59,Male,a 4-year college degree,White,married,registered,Republican,an extremely conservative,"$100,000 to $119,999",most of the time,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support
1641029623,1.16580201935986,67,Male,a 4-year college degree,White,married,registered,Independent,a slightly conservative,"$250,000 to $349,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support
1641143811,0.225591643098783,68,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",Black or African-American,single,registered,Democrat,an extremely liberal,"$80,000 to $99,999",some of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1640199411,2.01943204893849,80,Female,a 4-year college degree,White,widowed,registered,Independent,a moderate,"$20,000 to $29,999",most of the time,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support
1641115645,0.75871259308117,64,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,an extremely liberal,"$60,000 to $69,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641001577,1.18089573459386,58,Female,a 4-year college degree,White,divorced,registered,Democrat,an extremely liberal,"$40,000 to $49,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support
1641013483,1.43781815858068,61,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Republican,a slightly conservative,"$150,000 to $199,999",most of the time,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support
1623055955,1.01257133509929,56,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,single,registered,Republican,a slightly conservative,"$100,000 to $119,999",most of the time,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose
1641145681,1.22230543198805,75,Female,a 4-year college degree,White,divorced,registered,Independent,a conservative,"$20,000 to $29,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose
1641154063,0.492323070780083,72,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Independent,a moderate,"$150,000 to $199,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641154087,0.628504806702048,38,Female,a 4-year college degree,Hispanic or Latino,married,registered,Democrat,a moderate,"$50,000 to $59,999",hardly at all,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support
1641143633,0.526697520615451,31,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Independent,a moderate,"$350,000 to $499,999",hardly at all,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support
1641144197,0.663199554404227,63,Male,a 2-year college degree,White,divorced,registered,Democrat,a liberal,"$30,000 to $39,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support
1640559197,0.690252239142474,42,Female,a 2-year college degree,White,married,registered,Independent,a moderate,"$30,000 to $39,999",some of the time,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support
1640888757,0.97727180085116,71,Female,a 4-year college degree,White,divorced,registered,Democrat,a liberal,"$20,000 to $29,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Oppose
1640869797,1.52072180527403,69,Female,a 4-year college degree,White,divorced,registered,Independent,a conservative,"$20,000 to $29,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose
1640941547,0.764138036622793,60,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a liberal,"$150,000 to $199,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1640633559,1.02594842819991,56,Male,a 4-year college degree,White,married,registered,Democrat,an extremely liberal,"$40,000 to $49,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support
1640867075,0.748994155072467,75,Male,a 4-year college degree,White,married,registered,Independent,a conservative,"$120,000 to $149,999",most of the time,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose
1640282359,0.550820842406608,46,Female,a 4-year college degree,White,married,registered,Democrat,a liberal,"$70,000 to $79,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Oppose
